xiaoqu,total_price,unit_price,district,region,build_area,house_area,room,orientations,guapai_time,url
爱这城二期,750,70655,朝阳,十里堡,106.15㎡,88.2㎡,2室1厅1厨1卫,西北,2018-07-06,https://bj.ke.com/ershoufang/101103057645.html
都会华庭,690,56903,朝阳,十里堡,121.26㎡,98.04㎡,2室1厅1厨2卫,西南,2018-03-12,https://bj.ke.com/ershoufang/101102646102.html
都会华庭,685,56880,朝阳,十里堡,120.43㎡,97.37㎡,2室1厅1厨2卫,东南,2018-03-19,https://bj.ke.com/ershoufang/101102674087.html
都会华庭,657,63107,朝阳,十里堡,104.11㎡,82.2㎡,2室1厅1厨1卫,西,2018-04-22,https://bj.ke.com/ershoufang/101102794926.html
华源冠军城,838,80469,朝阳,南沙滩,104.14㎡,82.81㎡,2室1厅1厨1卫,南,2018-02-09,https://bj.ke.com/ershoufang/101102554374.html
和平街十三区,658,88871,朝阳,和平里,74.04㎡,49.92㎡,2室1厅1厨1卫,西,2018-06-15,https://bj.ke.com/ershoufang/101102983059.html
和平西苑,750,78774,朝阳,和平里,95.21㎡,75.49㎡,2室1厅1厨1卫,东 西,2018-03-06,https://bj.ke.com/ershoufang/101102615183.html
万科星园,800,74129,朝阳,奥林匹克公园,107.92㎡,88.7㎡,2室1厅1厨1卫,东南,2018-01-01,https://bj.ke.com/ershoufang/101102450643.html
万科星园,815,84134,朝阳,奥林匹克公园,96.87㎡,81.18㎡,2室1厅1厨1卫,东南,2018-05-25,https://bj.ke.com/ershoufang/101102909415.html
万科星园,798,82379,朝阳,奥林匹克公园,96.87㎡,81.18㎡,2室1厅1厨1卫,东南,2018-06-17,https://bj.ke.com/ershoufang/101102987926.html
天居园,710,65481,朝阳,奥林匹克公园,108.43㎡,87㎡,2室2厅1厨2卫,南 西北,2018-06-27,https://bj.ke.com/ershoufang/101103025105.html
林奥嘉园,850,71634,朝阳,奥林匹克公园,118.66㎡,95.61㎡,2室1厅1厨2卫,南,2017-09-23,https://bj.ke.com/ershoufang/101102117587.html
澳林春天五期,825,73484,朝阳,奥林匹克公园,112.27㎡,89.91㎡,2室1厅1厨2卫,东北,2018-06-15,https://bj.ke.com/ershoufang/101102982120.html
裕瑞轩,699,68136,朝阳,奥林匹克公园,102.59㎡,85.24㎡,2室1厅1厨1卫,东,2017-11-02,https://bj.ke.com/ershoufang/101102260087.html
千鹤家园,770,73968,朝阳,惠新西街,104.1㎡,88.3㎡,2室1厅1厨1卫,西南,2018-05-07,https://bj.ke.com/ershoufang/101102848857.html
千鹤家园,850,80219,朝阳,惠新西街,105.96㎡,89.29㎡,2室1厅1厨1卫,南,2018-05-28,https://bj.ke.com/ershoufang/101102918338.html
惠中园,760,75495,朝阳,惠新西街,100.67㎡,暂无数据,2室1厅1厨1卫,西,2018-06-12,https://bj.ke.com/ershoufang/101102973276.html
惠新苑,820,70429,朝阳,惠新西街,116.43㎡,92.24㎡,2室2厅1厨1卫,东南,2018-02-24,https://bj.ke.com/ershoufang/101102569714.html
惠新苑,815,77200,朝阳,惠新西街,105.57㎡,暂无数据,2室1厅1厨1卫,东南,2018-07-03,https://bj.ke.com/ershoufang/101103045155.html
胜古家园,660,89383,朝阳,惠新西街,73.84㎡,50.32㎡,2室1厅1厨1卫,东南,2017-07-21,https://bj.ke.com/ershoufang/101101841236.html
北京香颂,800,77799,朝阳,望京,102.83㎡,79.14㎡,2室1厅1厨1卫,南 东北,2017-12-10,https://bj.ke.com/ershoufang/101102386025.html
北京香颂,840,78249,朝阳,望京,107.35㎡,82.62㎡,2室2厅1厨2卫,西南,2018-06-02,https://bj.ke.com/ershoufang/101102935701.html
北纬40度一期,730,81848,朝阳,望京,89.19㎡,64.15㎡,2室1厅1厨2卫,南,2018-04-07,https://bj.ke.com/ershoufang/101102743099.html
北纬40度一期,728,77242,朝阳,望京,94.25㎡,暂无数据,2室2厅1厨1卫,南 北,2018-06-17,https://bj.ke.com/ershoufang/101102987574.html
北纬40度二期,837,84923,朝阳,望京,98.56㎡,72.75㎡,2室1厅1厨1卫,南 北,2017-10-08,https://bj.ke.com/ershoufang/101102164686.html
嘉润花园,668,58464,朝阳,望京,114.26㎡,89.29㎡,2室2厅1厨2卫,西南,2018-03-20,https://bj.ke.com/ershoufang/101102675036.html
圣馨大地,850,69656,朝阳,望京,122.03㎡,96.15㎡,2室1厅1厨2卫,西,2018-05-05,https://bj.ke.com/ershoufang/101102837310.html
圣馨大地,780,74180,朝阳,望京,105.15㎡,83.86㎡,2室1厅1厨1卫,西南,2018-05-18,https://bj.ke.com/ershoufang/101102885429.html
夏都盈座,730,74187,朝阳,望京,98.4㎡,84.47㎡,2室2厅1厨1卫,西南,2018-06-20,https://bj.ke.com/ershoufang/101102997530.html
大西洋新城E区,850,103722,朝阳,望京,81.95㎡,65.83㎡,2室2厅1厨1卫,西南,2018-07-03,https://bj.ke.com/ershoufang/101103046913.html
宝星园一区,850,78154,朝阳,望京,108.76㎡,82.97㎡,2室2厅1厨1卫,西南,2018-05-27,https://bj.ke.com/ershoufang/101102913781.html
宝星园一区,840,77649,朝阳,望京,108.18㎡,82.97㎡,2室2厅1厨1卫,南,2018-06-18,https://bj.ke.com/ershoufang/101102991567.html
宝星国际二期,699,80364,朝阳,望京,86.98㎡,66.82㎡,2室1厅1厨1卫,南 北,2017-10-31,https://bj.ke.com/ershoufang/101102254908.html
慧谷时空,730,65419,朝阳,望京,111.59㎡,94.35㎡,2室2厅1厨2卫,东,2018-03-25,https://bj.ke.com/ershoufang/101102695563.html
慧谷阳光,840,83583,朝阳,望京,100.5㎡,81.82㎡,2室1厅1厨2卫,南,2017-05-14,https://bj.ke.com/ershoufang/101101582090.html
慧谷阳光,735,87438,朝阳,望京,84.06㎡,71.34㎡,2室1厅1厨2卫,南,2017-10-08,https://bj.ke.com/ershoufang/101102167260.html
望京新城,700,56805,朝阳,望京,123.23㎡,99.18㎡,2室2厅1厨2卫,西北,2018-02-08,https://bj.ke.com/ershoufang/101102552162.html
望京明苑,698,61580,朝阳,望京,113.35㎡,92.68㎡,2室1厅1厨1卫,东南,2018-06-17,https://bj.ke.com/ershoufang/101102986979.html
望京西园三区,727,70920,朝阳,望京,102.51㎡,82.11㎡,2室1厅1厨1卫,东南,2018-05-02,https://bj.ke.com/ershoufang/101102827325.html
望京西园三区,755,73652,朝阳,望京,102.51㎡,82.11㎡,2室1厅1厨2卫,南,2018-06-17,https://bj.ke.com/ershoufang/101102987793.html
望兴居,765,68740,朝阳,望京,111.29㎡,100.77㎡,2室2厅1厨1卫,南 北,2017-08-24,https://bj.ke.com/ershoufang/101101991771.html
望兴居,780,71890,朝阳,望京,108.5㎡,98.07㎡,2室2厅1厨1卫,西南 东北,2018-06-16,https://bj.ke.com/ershoufang/101102984971.html
望兴居,730,66310,朝阳,望京,110.09㎡,98.44㎡,2室2厅1厨1卫,南 北,2018-07-04,https://bj.ke.com/ershoufang/101103050935.html
望馨花园,800,75501,朝阳,望京,105.96㎡,89.14㎡,2室1厅1厨1卫,东南,2018-03-15,https://bj.ke.com/ershoufang/101102656638.html
望馨花园,693,71245,朝阳,望京,97.27㎡,81.83㎡,2室1厅1厨1卫,东南,2018-04-23,https://bj.ke.com/ershoufang/101102799706.html
朝庭公寓,780,69532,朝阳,望京,112.18㎡,91.36㎡,2室2厅1厨2卫,西南,2018-03-25,https://bj.ke.com/ershoufang/101102695464.html
澳洲康都,700,84440,朝阳,望京,82.9㎡,65.8㎡,2室1厅1厨1卫,西南,2018-06-20,https://bj.ke.com/ershoufang/101102997041.html
澳洲康都,730,82739,朝阳,望京,88.23㎡,70.96㎡,2室1厅1厨1卫,西北,2018-06-27,https://bj.ke.com/ershoufang/101103021849.html
澳洲康都,765,80927,朝阳,望京,94.53㎡,76.46㎡,2室1厅1厨1卫,西北,2018-06-27,https://bj.ke.com/ershoufang/101103021946.html
澳洲康都,725,87245,朝阳,望京,83.1㎡,66.67㎡,2室1厅1厨1卫,东南,2018-06-27,https://bj.ke.com/ershoufang/101103023658.html
炫彩嘉轩,698,78808,朝阳,望京,88.57㎡,67.06㎡,2室1厅1厨1卫,东,2018-06-05,https://bj.ke.com/ershoufang/101102948899.html
绿荫芳邻,750,76430,朝阳,望京,98.13㎡,82.56㎡,2室1厅1厨1卫,南,2018-05-27,https://bj.ke.com/ershoufang/101102914298.html
都市心海岸,795,60981,朝阳,望京,130.37㎡,99.62㎡,2室2厅1厨2卫,南 北,2018-02-07,https://bj.ke.com/ershoufang/101102550141.html
银领国际,780,71045,朝阳,望京,109.79㎡,89.4㎡,2室1厅1厨2卫,西南,2018-06-12,https://bj.ke.com/ershoufang/101102971276.html
首开知语城,740,82287,朝阳,望京,89.93㎡,74.5㎡,2室1厅1厨1卫,东 南 北,2018-06-24,https://bj.ke.com/ershoufang/101103012382.html
东润枫景三期,760,65523,朝阳,朝阳公园,115.99㎡,95.04㎡,2室2厅1厨2卫,西南,2018-04-23,https://bj.ke.com/ershoufang/101102798605.html
东润枫景二期,830,66566,朝阳,朝阳公园,124.69㎡,98.16㎡,2室1厅1厨2卫,南 北,2018-05-22,https://bj.ke.com/ershoufang/101102897565.html
丽水嘉园,848,79895,朝阳,朝阳公园,106.14㎡,88.63㎡,2室2厅1厨1卫,西南,2018-05-30,https://bj.ke.com/ershoufang/101102925186.html
瞰都国际,750,123988,朝阳,朝阳公园,60.49㎡,46.28㎡,2室1厅1厨2卫,东南,2018-05-02,https://bj.ke.com/ershoufang/101102826913.html
瞰都国际,675,78280,朝阳,朝阳公园,86.23㎡,66.06㎡,2室1厅1厨1卫,西北,2018-06-20,https://bj.ke.com/ershoufang/101102997573.html
华纺易城,790,83466,朝阳,朝青,94.65㎡,72.83㎡,2室1厅1厨1卫,南 北,2018-04-14,https://bj.ke.com/ershoufang/101102771119.html
国美第一城3号院,650,67094,朝阳,朝青,96.88㎡,73.38㎡,2室1厅1厨1卫,南 北,2017-08-21,https://bj.ke.com/ershoufang/101101977290.html
国美第一城3号院,650,66887,朝阳,朝青,97.18㎡,74.13㎡,2室1厅1厨1卫,南 北,2018-05-03,https://bj.ke.com/ershoufang/101102832830.html
国美第一城3号院,650,68566,朝阳,朝青,94.8㎡,74.31㎡,2室2厅1厨1卫,南 北,2018-06-22,https://bj.ke.com/ershoufang/101103003767.html
国美第一城3号院,690,64014,朝阳,朝青,107.79㎡,80.82㎡,2室1厅1厨1卫,东南,2018-06-29,https://bj.ke.com/ershoufang/101103032706.html
润枫水尚,835,79745,朝阳,朝青,104.71㎡,84.28㎡,2室1厅1厨2卫,南 北,2018-02-09,https://bj.ke.com/ershoufang/101102554571.html
珠江罗马嘉园西区,780,71890,朝阳,朝青,108.5㎡,88.57㎡,2室2厅1厨1卫,西,2018-02-25,https://bj.ke.com/ershoufang/101102576650.html
金隅凤麟洲,798,74137,朝阳,朝青,107.64㎡,87.7㎡,2室2厅1厨2卫,南 北,2018-03-31,https://bj.ke.com/ershoufang/101102720366.html
青年汇佳园,690,73218,朝阳,朝青,94.24㎡,73.58㎡,2室1厅1厨1卫,东南,2018-05-25,https://bj.ke.com/ershoufang/101102908894.html
华业玫瑰郡,730,80583,朝阳,石佛营,90.59㎡,71.44㎡,2室2厅1厨1卫,东 西,2018-01-19,https://bj.ke.com/ershoufang/101102501830.html
华业玫瑰郡,840,79803,朝阳,石佛营,105.26㎡,83.01㎡,2室1厅1厨2卫,南 北,2018-03-31,https://bj.ke.com/ershoufang/101102717331.html
华业玫瑰郡,820,77903,朝阳,石佛营,105.26㎡,83.01㎡,2室2厅1厨2卫,南 北,2018-04-27,https://bj.ke.com/ershoufang/101102811255.html
芍药居北里,725,72118,朝阳,芍药居,100.53㎡,82.1㎡,2室1厅1厨1卫,南 北,2018-06-01,https://bj.ke.com/ershoufang/101102934439.html
芍药居北里,750,87139,朝阳,芍药居,86.07㎡,70.29㎡,2室1厅1厨1卫,东南,2018-07-01,https://bj.ke.com/ershoufang/101103037986.html
万寿路西街11号院,770,108742,海淀,万寿路,70.81㎡,暂无数据,2室1厅1厨1卫,东 西,2018-06-18,https://bj.ke.com/ershoufang/101102991502.html
万寿路西街9号,760,110369,海淀,万寿路,68.86㎡,暂无数据,2室1厅1厨1卫,南 北,2018-06-06,https://bj.ke.com/ershoufang/101102949685.html
尚品公寓,700,73654,海淀,上地,95.04㎡,67.19㎡,2室1厅1厨1卫,西北,2017-02-24,https://bj.ke.com/ershoufang/101101230189.html
当代城市家园,800,87375,海淀,上地,91.56㎡,75.28㎡,2室1厅1厨1卫,南 北,2018-05-05,https://bj.ke.com/ershoufang/101102841112.html
当代城市家园,850,74081,海淀,上地,114.74㎡,98.25㎡,2室2厅1厨2卫,南 北,2018-07-02,https://bj.ke.com/ershoufang/101103044141.html
怡美家园,650,73133,海淀,上地,88.88㎡,88.88㎡,2室1厅1厨1卫,南 北,2018-03-26,https://bj.ke.com/ershoufang/101102701182.html
怡美家园,665,70783,海淀,上地,93.95㎡,暂无数据,2室1厅1厨1卫,南 北,2018-04-09,https://bj.ke.com/ershoufang/101102752131.html
怡美家园,750,67049,海淀,上地,111.86㎡,100.67㎡,2室2厅1厨2卫,南 北,2018-05-30,https://bj.ke.com/ershoufang/101102923753.html
怡美家园,665,68607,海淀,上地,96.93㎡,88.2㎡,2室1厅1厨1卫,南 东北,2018-06-09,https://bj.ke.com/ershoufang/101102960522.html
怡美家园,730,71499,海淀,上地,102.1㎡,暂无数据,2室1厅1厨2卫,南 北,2018-06-13,https://bj.ke.com/ershoufang/101102973981.html
怡美家园,765,76900,海淀,上地,99.48㎡,暂无数据,2室1厅1厨1卫,南 北,2018-06-28,https://bj.ke.com/ershoufang/101103025463.html
怡美家园,650,74533,海淀,上地,87.21㎡,暂无数据,2室1厅1厨1卫,南 北,2018-07-07,https://bj.ke.com/ershoufang/101103063052.html
怡美家园,670,76818,海淀,上地,87.22㎡,暂无数据,2室1厅1厨1卫,南 北,2018-07-08,https://bj.ke.com/ershoufang/101103067678.html
晨月园,850,95431,海淀,世纪城,89.07㎡,75.66㎡,2室1厅1厨1卫,西南,2017-02-28,https://bj.ke.com/ershoufang/101101251819.html
晨月园,720,87859,海淀,世纪城,81.95㎡,68.03㎡,2室1厅1厨1卫,西南,2017-06-11,https://bj.ke.com/ershoufang/101101687990.html
晨月园,660,80646,海淀,世纪城,81.84㎡,67.87㎡,2室1厅1厨1卫,西南,2017-11-08,https://bj.ke.com/ershoufang/101102284702.html
晨月园,760,85193,海淀,世纪城,89.21㎡,75.66㎡,2室1厅1厨1卫,东南,2018-03-11,https://bj.ke.com/ershoufang/101102641341.html
晨月园,850,102658,海淀,世纪城,82.8㎡,70.23㎡,2室1厅1厨1卫,东南,2018-03-23,https://bj.ke.com/ershoufang/101102688091.html
晨月园,750,84204,海淀,世纪城,89.07㎡,75.54㎡,2室1厅1厨1卫,西南,2018-03-30,https://bj.ke.com/ershoufang/101102716387.html
晨月园,850,103722,海淀,世纪城,81.95㎡,68.03㎡,2室1厅1厨1卫,西南,2018-04-13,https://bj.ke.com/ershoufang/101102766531.html
晨月园,840,93771,海淀,世纪城,89.58㎡,75.97㎡,2室1厅1厨1卫,西南,2018-04-18,https://bj.ke.com/ershoufang/101102781645.html
晨月园,750,96464,海淀,世纪城,77.75㎡,64.48㎡,2室1厅1厨1卫,南 北,2018-05-06,https://bj.ke.com/ershoufang/101102844879.html
晨月园,850,95281,海淀,世纪城,89.21㎡,75.66㎡,2室1厅1厨1卫,东南,2018-06-08,https://bj.ke.com/ershoufang/101102959377.html
晨月园,798,96366,海淀,世纪城,82.81㎡,70.23㎡,2室1厅1厨1卫,东南,2018-06-25,https://bj.ke.com/ershoufang/101103017465.html
烟树园,830,90731,海淀,世纪城,91.48㎡,暂无数据,2室1厅1厨1卫,南,2017-11-12,https://bj.ke.com/ershoufang/101102296529.html
烟树园,820,99745,海淀,世纪城,82.21㎡,暂无数据,2室1厅1厨1卫,东,2018-05-03,https://bj.ke.com/ershoufang/101102833481.html
远大园六区,795,114918,海淀,世纪城,69.18㎡,60㎡,2室1厅1厨1卫,南 北,2017-10-20,https://bj.ke.com/ershoufang/101102215466.html
远大园六区,699,100721,海淀,世纪城,69.4㎡,暂无数据,2室1厅1厨1卫,东 西,2017-12-24,https://bj.ke.com/ershoufang/101102428804.html
远大园六区,730,108810,海淀,世纪城,67.09㎡,暂无数据,2室1厅1厨1卫,东 西,2018-04-30,https://bj.ke.com/ershoufang/101102821600.html
远大园六区,780,110015,海淀,世纪城,70.9㎡,暂无数据,2室1厅1厨1卫,南 北,2018-06-25,https://bj.ke.com/ershoufang/101103017983.html
远大园四区,820,97946,海淀,世纪城,83.72㎡,66.69㎡,2室1厅1厨1卫,东,2018-01-26,https://bj.ke.com/ershoufang/101102520671.html
远大园四区,800,93666,海淀,世纪城,85.41㎡,暂无数据,2室1厅1厨1卫,东 南,2018-05-30,https://bj.ke.com/ershoufang/101102925705.html
金夕园,780,91101,海淀,世纪城,85.62㎡,65㎡,2室1厅1厨1卫,东南,2017-07-12,https://bj.ke.com/ershoufang/101101805171.html
金夕园,780,85894,海淀,世纪城,90.81㎡,暂无数据,2室1厅1厨1卫,西,2017-09-20,https://bj.ke.com/ershoufang/101102103823.html
